x1,x2,x3,y,role
-0.3724647494902906,-0.1478921865959557,0.12761463637239712,-0.7875382759943516,fit
-0.9595826113063382,-0.06281610588466746,-0.2859713018530752,0.5018096468707746,fit
-0.6606674213216559,-0.27685859133714485,0.7278795203316817,0.7327891333687675,fit
-0.055184625272357346,0.4653999215999258,0.517658658800275,-0.325090809313753,fit
-0.7394788231429767,0.7955088132656336,0.3439079479811402,0.9622849399921422,fit
0.6419837161045365,0.24268466406539968,0.9587534139682998,-0.6520685612440109,fit
0.05831943384827376,0.0116522320481669,0.6352815837140098,0.3428194654811818,fit
-0.6222752401519902,-0.06780210644947582,-0.32787149338116506,0.5580705727428977,fit
-0.9438121356676574,-0.47377308294365084,-0.5987317531638741,0.5812894636254292,fit
0.0373853382545124,0.3843920763215056,0.33924527529528437,0.2224356798233074,fit
-0.44956014064708394,-0.9605052194001082,-0.7344682316116722,-0.429764376607745,fit
-0.4880486439004419,0.44445861911341256,-0.40843222341718577,-0.21168703322324803,fit
-0.8849340095275293,0.6447629313656895,0.14622831787146118,0.8269048982460995,fit
-0.2283293790919998,-0.9215574158486921,0.9514954290057327,-0.9799033290888367,fit
0.3260236232590834,-0.47064265253999094,-0.7049895436218379,0.9266686544697977,fit
0.17980817663797488,-0.8684172698328849,0.2735315077095035,0.8814147521076149,fit
0.5137562334246131,-0.33536138550436334,0.3813679423445968,0.059020932935927535,fit
0.8935079305562934,0.15721292543282006,0.5819483648158847,-0.796894877348095,fit
-0.8201935072676168,0.8696453841204737,0.2451203698900828,0.9782861528863209,fit
-0.24604994324423113,0.6741840358760667,0.30419384362417645,-0.9955385113645244,fit
0.04313516442245713,0.9103214819312135,-0.6093628847381309,0.25593131974202715,fit
0.5622973520266068,0.8004267913199969,0.489174973571455,-0.23011072396306548,fit
0.9538255457409037,-0.216700703731723,0.7463763753445518,-0.5313827745397451,fit
0.05089300279015507,0.05693554676553059,-0.8855617372009852,0.3006346491340842,fit
-0.9870440462313703,-0.4733612047198956,0.28765440534741815,0.3531360725930914,fit
-0.999561658878612,-0.15031881039489803,0.9518567209696471,0.2819398216303543,fit
0.3864886484682606,0.8622685551532618,0.8105098760498743,0.7329584682513705,fit
0.7009403281203279,0.3315451663631752,0.6847439082916886,-0.8743279220777062,fit
-0.02313628214297747,-0.9717335160077925,-0.07796225935150014,-0.13837227794223833,fit
-0.529279642223645,0.14649816734357368,-0.5564134503281106,0.03407860009983301,fit
-0.28702543964382476,0.40900557566566986,0.14951771739013586,-0.9885674839436531,fit
0.9727425946328838,-0.006523444702210002,0.4015575530762563,-0.4320185167726859,fit
0.48888549405320103,0.8383154229436334,-0.8810662703225618,0.2067770751344646,fit
0.5554156924325124,-0.9516131176662106,-0.9897181066357539,-0.18974409591854746,fit
-0.2553520358015451,0.953727031371363,0.259266204883734,-0.9992518630433745,fit
-0.11937523352413537,0.3057435311496508,0.5904696670730225,-0.6565618276470543,fit
-0.792977166852388,-0.3443378664048209,0.3637458239937825,0.9989662348801772,fit
-0.5280987661389185,-0.6357309655253796,-0.03736803524520216,0.026996662883976185,fit
0.7429562115176793,-0.18233019306280696,-0.5263767186173078,-0.9677510912264345,fit
-0.15724083571937264,-0.045623794781265437,-0.3061240564703669,-0.809585132480944,fit
0.5524005764551072,-0.5657672831515415,-0.717669970629448,-0.17195196382598332,fit
0.5893431307680383,-0.6372828978444591,0.3280136461350325,-0.3843153747575883,fit
0.462603837731153,0.005027775788755129,0.9905010377318064,0.35785487834693136,fit
-0.6239752796351805,-0.4442192580218467,0.48914969295156396,0.566505484215612,fit
0.7646912574201732,-0.9222165884629603,0.12030811977614597,-0.9922919555367606,fit
-0.3964764839647321,-0.4243903026646332,-0.017689520141545678,-0.6909003886558324,fit
-0.9352490357857879,-0.23384215660827845,0.6408239484970082,0.6223106133720382,fit
-0.5018560604442401,-0.5153960306989944,0.9694028613735042,-0.13008656980202557,fit
-0.8202583810220478,-0.6827893873315607,-0.15123655873045183,0.9782054048461203,selection
-0.8176535484046621,-0.14905474834174215,-0.5447876588028189,0.9813310020008119,selection
0.1448648724208228,0.9103877120943922,0.4230370009865534,0.7638058827686468,selection
-0.4829571515247624,-0.5861734089477928,-0.7228289881857042,-0.2414402587221694,selection
-0.6418555883844932,-0.5318549810813018,0.5309192120197122,0.6514855207383038,selection
0.8557600774343963,0.38017914375066764,-0.6331124460866258,-0.9122013428548675,selection
-0.6280839708750054,0.593137401243125,-0.42007277854410896,0.5866460931723154,selection
0.18796947513614337,0.6893796045454466,0.40000543884057427,0.9034785728307165,selection
0.649510327079365,0.6330519377227675,-0.8221929837777542,-0.6856303774841359,selection
